Winner,Score,Rounds,Score Threshold,Dice Threshold,Consider Score,Consider Dice,Smart
Player 25,10000,10,,,,,
Player 28,11900,18,,,,,
Player 33,10050,15,,,,,
Player 38,10900,25,,,,,
Player 41,11050,17,,,,,
Player 50,12250,18,,,,,
Player 53,10100,13,,,,,
Player 59,10250,18,,,,,
Player 62,10100,16,,,,,
Player 67,11750,23,,,,,
Player 71,10100,8,,,,,
Player 78,10500,11,,,,,
Player 82,11950,21,,,,,
Player 87,12800,22,,,,,
Player 91,10900,22,,,,,
Player 99,10700,19,,,,,
Player 102,10050,17,,,,,
Player 109,10200,19,,,,,
Player 111,10550,18,,,,,
Player 118,10300,17,,,,,
Player 122,10800,14,,,,,
Player 128,10700,13,,,,,
Player 134,10100,16,,,,,
Player 140,11000,20,,,,,
Player 141,12500,20,,,,,
Player 149,10100,14,,,,,
Player 152,10050,25,,,,,
Player 159,10000,18,,,,,
Player 161,10200,14,,,,,
Player 170,10150,11,,,,,
Player 171,10250,12,,,,,
Player 177,10100,16,,,,,
Player 185,10550,10,,,,,
Player 186,10950,20,,,,,
Player 194,10950,20,,,,,
Player 200,10500,14,,,,,
Player 205,13300,20,,,,,
Player 210,10300,21,,,,,
Player 211,10500,22,,,,,
Player 220,10300,22,,,,,
Player 222,10300,11,,,,,
Player 227,10150,20,,,,,
Player 231,11000,11,,,,,
Player 237,10100,16,,,,,
Player 245,10900,15,,,,,
Player 247,10550,19,,,,,
Player 255,10650,14,,,,,
Player 260,10850,17,,,,,
Player 262,10050,26,,,,,
Player 267,11600,22,,,,,
Player 273,11300,14,,,,,
Player 277,10200,14,,,,,
Player 284,10050,16,,,,,
Player 288,11400,11,,,,,
Player 295,10100,18,,,,,
Player 299,11250,18,,,,,
Player 305,10350,17,,,,,
Player 308,11150,22,,,,,
Player 311,10900,21,,,,,
Player 317,11300,18,,,,,
Player 325,10200,20,,,,,
Player 330,10850,18,,,,,
Player 333,14900,17,,,,,
Player 339,10100,18,,,,,
Player 343,10450,19,,,,,
Player 350,10000,16,,,,,
Player 351,10000,18,,,,,
Player 358,10850,18,,,,,
Player 362,10950,12,,,,,
Player 366,12500,17,,,,,
Player 373,10700,10,,,,,
Player 377,11100,18,,,,,
Player 381,10200,16,,,,,
Player 387,10650,11,,,,,
Player 393,10200,13,,,,,
Player 397,10900,12,,,,,
Player 401,11050,19,,,,,
Player 409,11050,15,,,,,
Player 415,10550,5,,,,,
Player 418,10250,16,,,,,
Player 423,10750,18,,,,,
Player 426,12300,18,,,,,
Player 434,10450,11,,,,,
Player 439,13500,18,,,,,
Player 445,11400,19,,,,,
Player 446,11000,19,,,,,
Player 455,10000,18,,,,,
Player 457,10300,23,,,,,
Player 465,11450,15,,,,,
Player 469,10050,16,,,,,
Player 472,10100,18,,,,,
Player 479,10400,19,,,,,
Player 483,11450,19,,,,,
Player 486,10250,12,,,,,
Player 495,10450,25,,,,,
Player 498,11650,13,,,,,
Player 501,10300,27,,,,,
Player 510,10500,14,,,,,
Player 514,10350,19,,,,,
Player 518,10100,22,,,,,
Player 523,10950,29,,,,,
Player 526,11600,20,,,,,
Player 534,11150,16,,,,,
Player 536,10000,18,,,,,
Player 541,12250,12,,,,,
Player 548,11500,9,,,,,
Player 555,10050,24,,,,,
Player 557,11850,13,,,,,
Player 563,10100,16,,,,,
Player 567,10200,14,,,,,
Player 573,10100,15,,,,,
Player 580,10850,14,,,,,
Player 581,10100,15,,,,,
Player 587,10200,13,,,,,
Player 593,11400,13,,,,,
Player 596,10100,17,,,,,
Player 605,10550,25,,,,,
Player 609,10000,15,,,,,
Player 615,10500,11,,,,,
Player 616,10300,11,,,,,
Player 624,10000,17,,,,,
Player 628,10500,16,,,,,
Player 635,10200,16,,,,,
Player 640,10550,18,,,,,
Player 643,12600,13,,,,,
Player 648,10000,25,,,,,
Player 651,10450,14,,,,,
Player 656,11350,20,,,,,
Player 662,10300,17,,,,,
Player 669,10100,19,,,,,
Player 671,10150,21,,,,,
Player 679,10900,17,,,,,
Player 685,10250,13,,,,,
Player 689,11000,14,,,,,
Player 693,10300,21,,,,,
Player 699,10100,10,,,,,
Player 702,10800,21,,,,,
Player 706,10050,13,,,,,
Player 714,10050,14,,,,,
Player 716,10150,24,,,,,
Player 722,10400,19,,,,,
Player 727,10300,10,,,,,
Player 734,10250,13,,,,,
Player 740,10050,12,,,,,
Player 745,10350,27,,,,,
Player 746,11300,22,,,,,
Player 751,10800,18,,,,,
Player 759,11650,15,,,,,
Player 765,12100,15,,,,,
Player 767,10450,19,,,,,
Player 774,11800,13,,,,,
Player 780,12250,19,,,,,
Player 785,11700,14,,,,,
Player 786,10800,11,,,,,
Player 791,10300,18,,,,,
Player 798,10800,17,,,,,
Player 1,10300,15,,,,,
Player 6,10400,19,,,,,
Player 13,12150,21,,,,,
Player 18,11100,13,,,,,
Player 21,10950,12,,,,,
Player 26,11250,16,,,,,
Player 33,10250,20,,,,,
Player 38,10100,16,,,,,
Player 41,10450,19,,,,,
Player 50,10400,13,,,,,
Player 53,11600,26,,,,,
Player 60,11650,18,,,,,
Player 64,10000,13,,,,,
Player 70,12050,23,,,,,
Player 74,10050,19,,,,,
Player 77,10300,18,,,,,
Player 85,10300,25,,,,,
Player 86,10300,14,,,,,
Player 91,10300,20,,,,,
Player 100,10400,15,,,,,
Player 103,10300,16,,,,,
Player 109,11550,13,,,,,
Player 112,10100,20,,,,,
Player 116,10600,21,,,,,
Player 123,10450,13,,,,,
Player 130,10400,18,,,,,
Player 132,12950,7,,,,,
Player 140,12150,20,,,,,
Player 145,10450,16,,,,,
Player 147,10650,11,,,,,
Player 155,10000,11,,,,,
Player 158,10000,18,,,,,
Player 161,11050,18,,,,,
Player 166,10400,9,,,,,
Player 171,11500,21,,,,,
Player 176,11600,23,,,,,
Player 184,10300,18,,,,,
Player 187,10100,14,,,,,
Player 191,10150,19,,,,,
Player 196,10200,17,,,,,
Player 202,10100,21,,,,,
Player 208,10950,22,,,,,
Player 214,10850,18,,,,,
Player 219,11050,16,,,,,
Player 222,10100,19,,,,,
Player 226,10150,21,,,,,
Player 232,10850,17,,,,,
Player 240,10050,13,,,,,
Player 241,10050,13,,,,,
Player 249,10900,17,,,,,
Player 254,10100,23,,,,,
Player 260,10500,12,,,,,
Player 263,10800,21,,,,,
Player 270,10350,14,,,,,
Player 275,10300,15,,,,,
Player 280,11100,17,,,,,
Player 284,11700,15,,,,,
Player 290,11300,18,,,,,
Player 291,10600,14,,,,,
Player 296,10500,13,,,,,
Player 304,10100,20,,,,,
Player 309,11650,17,,,,,
Player 314,10350,20,,,,,
Player 318,10150,16,,,,,
Player 323,10650,18,,,,,
Player 329,10000,20,,,,,
Player 335,11350,15,,,,,
Player 336,10000,17,,,,,
Player 345,10600,14,,,,,
Player 349,10700,20,,,,,
Player 355,10000,12,,,,,
Player 358,11300,10,,,,,
Player 362,10600,13,,,,,
Player 368,10050,18,,,,,
Player 375,12600,25,,,,,
Player 376,10250,24,,,,,
Player 382,10550,14,,,,,
Player 387,10000,19,,,,,
Player 391,10450,17,,,,,
Player 399,10050,21,,,,,
Player 404,10700,18,,,,,
Player 407,10900,19,,,,,
Player 412,10250,17,,,,,
Player 419,12250,21,,,,,
Player 422,10050,14,,,,,
Player 427,12400,17,,,,,
Player 433,11000,15,,,,,
Player 436,10550,10,,,,,
Player 444,10550,23,,,,,
Player 446,10050,12,,,,,
Player 452,10550,15,,,,,
Player 457,10000,18,,,,,
Player 464,10900,17,,,,,
Player 466,10050,19,,,,,
Player 475,10350,22,,,,,
Player 477,10450,21,,,,,
Player 483,10200,18,,,,,
Player 490,10750,21,,,,,
Player 492,10050,18,,,,,
Player 499,10400,18,,,,,
Player 501,11650,18,,,,,
Player 509,11050,12,,,,,
Player 511,11400,21,,,,,
Player 519,11650,19,,,,,
Player 523,10900,16,,,,,
Player 528,12550,17,,,,,
Player 534,11200,16,,,,,
Player 536,10200,17,,,,,
Player 544,10300,21,,,,,
Player 549,10250,13,,,,,
Player 552,11150,12,,,,,
Player 556,10100,20,,,,,
Player 565,10150,11,,,,,
Player 566,10300,16,,,,,
Player 575,10200,24,,,,,
Player 576,10800,20,,,,,
Player 585,10200,15,,,,,
Player 587,10250,13,,,,,
Player 591,11300,13,,,,,
Player 600,11400,18,,,,,
Player 601,10000,20,,,,,
Player 607,11700,19,,,,,
Player 613,10450,9,,,,,
Player 617,10000,25,,,,,
Player 624,11050,20,,,,,
Player 628,10350,19,,,,,
Player 633,10350,14,,,,,
Player 639,12300,18,,,,,
Player 644,10450,17,,,,,
Player 650,10500,19,,,,,
Player 654,10700,14,,,,,
Player 658,10000,17,,,,,
Player 662,10500,18,,,,,
Player 669,10200,17,,,,,
Player 674,10150,15,,,,,
Player 676,10250,15,,,,,
Player 681,10400,14,,,,,
Player 690,10150,17,,,,,
Player 692,10000,15,,,,,
Player 699,11950,20,,,,,
Player 701,10000,17,,,,,
Player 709,11100,20,,,,,
Player 712,11550,15,,,,,
Player 719,10850,19,,,,,
Player 725,10000,16,,,,,
Player 726,11050,13,,,,,
Player 732,10100,23,,,,,
Player 738,11650,19,,,,,
Player 743,11400,21,,,,,
Player 746,11150,15,,,,,
Player 753,11350,9,,,,,
Player 757,10050,13,,,,,
Player 762,14500,20,,,,,
Player 770,10400,17,,,,,
Player 775,14500,18,,,,,
Player 777,10700,21,,,,,
Player 781,11450,16,,,,,
Player 788,10650,18,,,,,
Player 792,10250,9,,,,,
Player 799,11350,18,,,,,
Player 3,10050,18,,,,,
Player 10,10450,12,,,,,
Player 12,10300,21,,,,,
Player 16,11100,15,,,,,
Player 21,10400,22,,,,,
Player 27,10400,20,,,,,
Player 31,11050,18,,,,,
Player 38,10250,21,,,,,
Player 41,10050,20,,,,,
Player 50,10300,15,,,,,
Player 55,11200,19,,,,,
Player 57,10000,16,,,,,
Player 61,10050,15,,,,,
Player 67,12250,11,,,,,
Player 71,10100,18,,,,,
Player 76,12450,15,,,,,
Player 84,11250,19,,,,,
Player 87,12350,22,,,,,
Player 94,12900,19,,,,,
Player 98,10100,10,,,,,
Player 102,11250,20,,,,,
Player 106,10450,16,,,,,
Player 112,10600,21,,,,,
Player 117,10300,12,,,,,
Player 125,11200,23,,,,,
Player 128,11350,12,,,,,
Player 135,11250,19,,,,,
Player 138,11400,19,,,,,
Player 143,13350,16,,,,,
Player 146,10350,20,,,,,
Player 152,12900,20,,,,,
Player 159,11500,19,,,,,
Player 162,10350,19,,,,,
Player 168,10100,14,,,,,
Player 173,12400,16,,,,,
Player 179,10950,16,,,,,
Player 181,10050,15,,,,,
Player 188,11950,21,,,,,
Player 194,10250,10,,,,,
Player 200,10500,22,,,,,
Player 204,11150,19,,,,,
Player 207,10150,20,,,,,
Player 211,11550,15,,,,,
Player 219,10200,25,,,,,
Player 221,14650,16,,,,,
Player 230,10250,13,,,,,
Player 234,11400,9,,,,,
Player 238,10950,14,,,,,
Player 242,10300,14,,,,,
Player 250,10050,17,,,,,
Player 251,10950,12,,,,,
Player 258,10550,19,,,,,
Player 265,10050,23,,,,,
Player 266,10050,19,,,,,
Player 271,10050,18,,,,,
Player 277,10300,20,,,,,
Player 284,10300,17,,,,,
Player 288,10250,16,,,,,
Player 293,12950,18,,,,,
Player 300,11350,16,,,,,
Player 305,10900,28,,,,,
Player 309,10050,15,,,,,
Player 313,10600,13,,,,,
Player 318,12300,11,,,,,
Player 322,10900,12,,,,,
Player 327,10000,17,,,,,
Player 333,10450,22,,,,,
Player 339,10000,14,,,,,
Player 344,12350,12,,,,,
Player 350,10800,24,,,,,
Player 353,11250,17,,,,,
Player 357,10450,22,,,,,
Player 365,10100,21,,,,,
Player 367,10150,20,,,,,
Player 371,10100,11,,,,,
Player 379,10100,12,,,,,
Player 381,10850,13,,,,,
Player 386,11150,15,,,,,
Player 393,10200,14,,,,,
Player 396,10000,17,,,,,
Player 404,10550,9,,,,,
Player 409,10350,23,,,,,
Player 415,10800,16,,,,,
Player 417,10500,11,,,,,
Player 422,10250,22,,,,,
Player 429,10150,19,,,,,
Player 431,10450,22,,,,,
Player 438,10550,22,,,,,
Player 445,10000,13,,,,,
Player 446,10350,18,,,,,
Player 451,11700,18,,,,,
Player 460,10100,16,,,,,
Player 464,10050,20,,,,,
Player 470,10650,11,,,,,
Player 475,10600,16,,,,,
Player 478,11800,17,,,,,
Player 485,10650,22,,,,,
Player 488,10000,14,,,,,
Player 491,10700,16,,,,,
Player 496,10800,15,,,,,
Player 505,10050,14,,,,,
Player 510,10000,16,,,,,
Player 514,10850,11,,,,,
Player 520,10150,21,,,,,
Player 522,11400,19,,,,,
Player 530,10100,16,,,,,
Player 534,10050,9,,,,,
Player 536,11100,19,,,,,
Player 545,10350,12,,,,,
Player 548,10450,17,,,,,
Player 551,10900,15,,,,,
Player 556,10300,15,,,,,
Player 561,10250,16,,,,,
Player 567,10100,17,,,,,
Player 575,10150,12,,,,,
Player 576,10100,15,,,,,
Player 584,10050,8,,,,,
Player 587,10250,12,,,,,
Player 592,10550,21,,,,,
Player 599,10950,19,,,,,
Player 605,11050,13,,,,,
Player 610,13050,20,,,,,
Player 612,10450,21,,,,,
Player 616,10400,21,,,,,
Player 624,10700,23,,,,,
Player 630,11500,10,,,,,
Player 632,10600,13,,,,,
Player 640,11850,25,,,,,
Player 641,10950,14,,,,,
Player 647,10050,12,,,,,
Player 651,10900,18,,,,,
Player 658,10500,21,,,,,
Player 665,13100,23,,,,,
Player 669,10250,16,,,,,
Player 673,10250,15,,,,,
Player 676,11100,19,,,,,
Player 682,10300,20,,,,,
Player 689,10650,21,,,,,
Player 693,11100,17,,,,,
Player 698,10000,11,,,,,
Player 703,12700,26,,,,,
Player 707,11750,20,,,,,
Player 712,13250,17,,,,,
Player 720,10900,11,,,,,
Player 725,10650,9,,,,,
Player 726,10600,16,,,,,
Player 731,10000,19,,,,,
Player 740,10100,22,,,,,
Player 742,10300,21,,,,,
Player 747,10500,14,,,,,
Player 751,11300,16,,,,,
Player 757,10800,9,,,,,
Player 765,10950,16,,,,,
Player 770,10200,11,,,,,
Player 774,10700,21,,,,,
Player 778,10100,19,,,,,
Player 783,10900,18,,,,,
Player 788,11850,22,,,,,
Player 792,10600,12,,,,,
Player 798,10150,20,,,,,
Player 5,10100,16,,,,,
Player 10,10750,13,,,,,
Player 11,10250,17,,,,,
Player 16,10050,23,,,,,
Player 22,10200,16,,,,,
Player 28,12050,20,,,,,
Player 34,10350,25,,,,,
Player 40,10300,15,,,,,
Player 44,11400,20,,,,,
Player 48,10750,21,,,,,
Player 55,10850,18,,,,,
Player 60,11500,17,,,,,
Player 65,10350,17,,,,,
Player 69,10050,13,,,,,
Player 75,10950,11,,,,,
Player 78,12450,20,,,,,
Player 81,10050,12,,,,,
Player 88,10750,16,,,,,
Player 93,10150,10,,,,,
Player 98,11850,24,,,,,
Player 103,10950,12,,,,,
Player 106,11700,17,,,,,
Player 113,10200,17,,,,,
Player 117,12600,17,,,,,
Player 125,10050,24,,,,,
Player 130,11400,19,,,,,
Player 135,10100,11,,,,,
Player 136,10050,18,,,,,
Player 143,10300,21,,,,,
Player 149,13900,6,,,,,
Player 155,10300,21,,,,,
Player 160,13300,15,,,,,
Player 164,10050,15,,,,,
Player 167,10400,23,,,,,
Player 171,10150,23,,,,,
Player 180,10700,20,,,,,
Player 183,10400,14,,,,,
Player 186,10150,11,,,,,
Player 195,10150,13,,,,,
Player 200,11000,16,,,,,
Player 204,10500,12,,,,,
Player 209,10350,16,,,,,
Player 214,10500,17,,,,,
Player 218,10000,17,,,,,
Player 221,10300,20,,,,,
Player 230,10050,14,,,,,
Player 234,10800,22,,,,,
Player 240,10050,22,,,,,
Player 242,11000,16,,,,,
Player 249,10550,15,,,,,
Player 252,10850,14,,,,,
Player 260,10700,17,,,,,
Player 264,11450,22,,,,,
Player 269,10300,20,,,,,
Player 275,11100,10,,,,,
Player 280,11450,18,,,,,
Player 284,10450,21,,,,,
Player 289,10750,13,,,,,
Player 294,10650,18,,,,,
Player 296,10100,18,,,,,
Player 301,10500,16,,,,,
Player 308,11100,22,,,,,
Player 315,10050,26,,,,,
Player 317,10650,13,,,,,
Player 325,10100,18,,,,,
Player 328,10150,15,,,,,
Player 333,10250,14,,,,,
Player 338,10500,13,,,,,
Player 343,10150,19,,,,,
Player 350,10700,16,,,,,
Player 351,10850,24,,,,,
Player 359,10050,16,,,,,
Player 362,10150,11,,,,,
Player 366,12100,14,,,,,
Player 373,10600,19,,,,,
Player 380,10000,20,,,,,
Player 385,12300,18,,,,,
Player 386,10450,21,,,,,
Player 394,10050,17,,,,,
Player 398,10650,12,,,,,
Player 402,10350,16,,,,,
Player 408,10950,14,,,,,
Player 411,10000,13,,,,,
Player 417,10100,20,,,,,
Player 425,10100,18,,,,,
Player 427,10250,11,,,,,
Player 435,11150,12,,,,,
Player 437,10500,18,,,,,
Player 442,11750,14,,,,,
Player 448,11350,22,,,,,
Player 454,11700,18,,,,,
Player 459,10250,14,,,,,
Player 464,10250,11,,,,,
Player 469,10050,15,,,,,
Player 472,10050,22,,,,,
Player 480,10800,13,,,,,
Player 484,10750,14,,,,,
Player 489,10000,21,,,,,
Player 494,11150,11,,,,,
Player 498,11300,17,,,,,
Player 505,10200,13,,,,,
Player 509,12300,16,,,,,
Player 513,10950,18,,,,,
Player 518,11500,17,,,,,
Player 521,10200,21,,,,,
Player 527,10250,15,,,,,
Player 532,11600,18,,,,,
Player 537,10200,14,,,,,
Player 541,10600,18,,,,,
Player 547,11700,14,,,,,
Player 555,10800,15,,,,,
Player 558,10000,14,,,,,
Player 565,10000,17,,,,,
Player 570,10500,16,,,,,
Player 574,12550,18,,,,,
Player 579,10100,16,,,,,
Player 585,10400,18,,,,,
Player 587,10650,22,,,,,
Player 595,10250,17,,,,,
Player 597,12000,18,,,,,
Player 605,10250,17,,,,,
Player 608,10000,21,,,,,
Player 615,10600,20,,,,,
Player 616,10000,10,,,,,
Player 625,10200,21,,,,,
Player 630,10400,15,,,,,
Player 635,10000,18,,,,,
Player 637,11350,19,,,,,
Player 642,10000,12,,,,,
Player 646,10150,16,,,,,
Player 651,10100,22,,,,,
Player 657,10550,15,,,,,
Player 661,10300,9,,,,,
Player 669,10850,21,,,,,
Player 674,10200,14,,,,,
Player 678,10200,16,,,,,
Player 682,10900,17,,,,,
Player 689,10200,12,,,,,
Player 691,10450,16,,,,,
Player 700,10000,16,,,,,
Player 702,10700,14,,,,,
Player 706,10250,13,,,,,
Player 712,10850,6,,,,,
Player 718,10500,16,,,,,
Player 721,11250,16,,,,,
Player 726,10150,16,,,,,
Player 735,10350,19,,,,,
Player 737,10350,11,,,,,
Player 743,10350,21,,,,,
Player 747,10050,11,,,,,
Player 751,15100,14,,,,,
Player 760,10150,15,,,,,
Player 765,12600,17,,,,,
Player 768,10000,20,,,,,
Player 775,12650,11,,,,,
Player 780,10800,15,,,,,
Player 781,11300,18,,,,,
Player 789,10200,18,,,,,
Player 795,10650,20,,,,,
Player 799,10250,13,,,,,
Player 5,11850,11,,,,,
Player 8,10550,23,,,,,
Player 11,10150,12,,,,,
Player 17,10150,11,,,,,
Player 23,10300,12,,,,,
Player 29,10300,23,,,,,
Player 33,10750,23,,,,,
Player 39,11400,23,,,,,
Player 42,10350,20,,,,,
Player 48,10300,22,,,,,
Player 55,11900,19,,,,,
Player 56,10100,14,,,,,
Player 65,10800,20,,,,,
Player 68,10400,22,,,,,
Player 75,11250,25,,,,,
Player 80,10000,14,,,,,
Player 81,10000,16,,,,,
Player 88,11800,18,,,,,
Player 93,11000,15,,,,,
Player 99,11200,17,,,,,
Player 101,12300,17,,,,,
Player 110,10400,19,,,,,
Player 112,10050,16,,,,,
Player 119,10900,24,,,,,
Player 122,10150,18,,,,,
Player 130,11150,18,,,,,
Player 132,10200,19,,,,,
Player 139,12150,19,,,,,
Player 141,11150,14,,,,,
Player 146,10250,19,,,,,
Player 153,10050,16,,,,,
Player 157,10600,12,,,,,
Player 161,10950,18,,,,,
Player 167,12850,24,,,,,
Player 171,10550,15,,,,,
Player 178,10400,20,,,,,
Player 181,11850,11,,,,,
Player 189,10150,12,,,,,
Player 191,10200,29,,,,,
Player 200,10000,14,,,,,
Player 202,11050,20,,,,,
Player 209,12000,19,,,,,
Player 215,11150,12,,,,,
Player 216,10400,17,,,,,
Player 224,10050,19,,,,,
Player 230,13400,19,,,,,
Player 235,10100,10,,,,,
Player 236,10600,16,,,,,
Player 243,10200,20,,,,,
Player 249,10100,19,,,,,
Player 253,10050,10,,,,,
Player 260,10500,11,,,,,
Player 265,10550,21,,,,,
Player 269,10450,16,,,,,
Player 273,10800,20,,,,,
Player 280,10250,16,,,,,
Player 282,12350,13,,,,,
Player 290,10400,20,,,,,
Player 294,10150,19,,,,,
Player 297,10100,20,,,,,
Player 303,10150,11,,,,,
Player 310,12700,15,,,,,
Player 314,10450,13,,,,,
Player 316,10300,15,,,,,
Player 323,12150,14,,,,,
Player 330,10000,18,,,,,
Player 335,11550,13,,,,,
Player 339,10250,20,,,,,
Player 341,10550,17,,,,,
Player 346,10200,16,,,,,
Player 351,10800,9,,,,,
Player 358,10250,12,,,,,
Player 364,11350,18,,,,,
Player 368,11400,21,,,,,
Player 371,11700,16,,,,,
Player 377,13400,12,,,,,
Player 383,10300,16,,,,,
Player 386,10600,17,,,,,
Player 395,12900,31,,,,,
Player 400,10150,10,,,,,
Player 401,10600,11,,,,,
Player 406,10550,14,,,,,
Player 415,10050,13,,,,,
Player 418,10200,22,,,,,
Player 422,12350,20,,,,,
Player 426,10000,23,,,,,
Player 434,10150,19,,,,,
Player 439,10000,17,,,,,
Player 444,11400,20,,,,,
Player 446,10900,15,,,,,
Player 451,10000,17,,,,,
Player 456,10200,20,,,,,
Player 463,10500,19,,,,,
Player 470,10100,13,,,,,
Player 472,10450,17,,,,,
Player 477,10400,18,,,,,
Player 481,10150,12,,,,,
Player 488,10350,15,,,,,
Player 494,10150,17,,,,,
Player 498,10350,16,,,,,
Player 504,14050,24,,,,,
Player 510,11250,16,,,,,
Player 515,10050,17,,,,,
Player 516,10050,17,,,,,
Player 524,10050,11,,,,,
Player 529,13350,16,,,,,
Player 531,10800,19,,,,,
Player 537,10500,15,,,,,
Player 543,10400,14,,,,,
Player 547,10450,12,,,,,
Player 553,10050,17,,,,,
Player 558,10000,12,,,,,
Player 564,10000,18,,,,,
Player 566,10450,20,,,,,
Player 574,10600,17,,,,,
Player 577,10150,19,,,,,
Player 583,10450,15,,,,,
Player 586,10050,16,,,,,
Player 593,10850,17,,,,,
Player 596,10550,22,,,,,
Player 602,10550,18,,,,,
Player 607,10250,15,,,,,
Player 612,10200,14,,,,,
Player 619,10400,15,,,,,
Player 621,11800,16,,,,,
Player 629,10000,22,,,,,
Player 632,10400,15,,,,,
Player 640,10500,16,,,,,
Player 642,11600,22,,,,,
Player 648,11150,16,,,,,
Player 652,10200,15,,,,,
Player 659,10900,15,,,,,
Player 665,12300,12,,,,,
Player 670,11300,22,,,,,
Player 671,10750,10,,,,,
Player 677,10550,16,,,,,
Player 683,10050,20,,,,,
Player 690,12400,18,,,,,
Player 693,10150,16,,,,,
Player 696,10050,18,,,,,
Player 703,10000,15,,,,,
Player 708,10250,6,,,,,
Player 712,13100,16,,,,,
Player 720,10500,20,,,,,
Player 725,10850,19,,,,,
Player 727,10100,18,,,,,
Player 733,10050,16,,,,,
Player 736,10800,20,,,,,
Player 744,11150,26,,,,,
Player 749,10050,18,,,,,
Player 752,10600,11,,,,,
Player 759,10550,15,,,,,
Player 764,11200,16,,,,,
Player 768,10450,19,,,,,
Player 774,10000,19,,,,,
Player 776,10200,14,,,,,
Player 783,10950,19,,,,,
Player 790,10150,13,,,,,
Player 792,10050,21,,,,,
Player 798,10900,12,,,,,
Player 1,10700,13,,,,,
Player 6,11150,20,,,,,
Player 11,10950,18,,,,,
Player 17,10650,14,,,,,
Player 25,11350,18,,,,,
Player 28,11150,15,,,,,
Player 35,11000,15,,,,,
Player 40,10200,22,,,,,
Player 45,10550,17,,,,,
Player 47,11350,17,,,,,
Player 51,10450,18,,,,,
Player 58,10050,16,,,,,
Player 62,10150,17,,,,,
Player 68,10500,23,,,,,
Player 73,10550,16,,,,,
Player 78,10800,19,,,,,
Player 81,10000,18,,,,,
Player 88,10150,24,,,,,
Player 93,10400,22,,,,,
Player 100,11100,16,,,,,
Player 101,10850,17,,,,,
Player 108,12100,13,,,,,
Player 114,10350,19,,,,,
Player 120,10100,12,,,,,
Player 124,10100,13,,,,,
Player 126,10550,13,,,,,
Player 132,11700,19,,,,,
Player 140,10550,11,,,,,
Player 145,10050,6,,,,,
Player 150,10200,15,,,,,
Player 151,11250,20,,,,,
Player 159,11650,24,,,,,
Player 163,10000,15,,,,,
Player 168,10700,11,,,,,
Player 171,10000,16,,,,,
Player 179,10850,15,,,,,
Player 182,10550,19,,,,,
Player 190,10000,19,,,,,
Player 191,10200,15,,,,,
Player 197,11700,13,,,,,
Player 203,10200,16,,,,,
Player 208,10650,13,,,,,
Player 212,10050,18,,,,,
Player 219,11750,15,,,,,
Player 223,10300,22,,,,,
Player 228,10100,16,,,,,
Player 234,10050,11,,,,,
Player 237,10600,21,,,,,
Player 242,10750,13,,,,,
Player 246,10100,10,,,,,
Player 253,10200,21,,,,,
Player 260,10300,16,,,,,
Player 264,10900,24,,,,,
Player 267,10150,11,,,,,
Player 275,10050,16,,,,,
Player 278,11350,21,,,,,
Player 282,11450,23,,,,,
Player 290,12150,15,,,,,
Player 293,10600,12,,,,,
Player 300,11450,14,,,,,
Player 305,11350,19,,,,,
Player 309,12700,15,,,,,
Player 311,10150,15,,,,,
Player 317,12500,21,,,,,
Player 325,11250,16,,,,,
Player 328,10700,20,,,,,
Player 334,11450,20,,,,,
Player 336,10000,16,,,,,
Player 342,10750,19,,,,,
Player 349,13600,20,,,,,
Player 351,10000,13,,,,,
Player 356,10400,16,,,,,
Player 363,10600,15,,,,,
Player 368,10250,25,,,,,
Player 374,10350,16,,,,,
Player 376,10450,10,,,,,
Player 383,11200,19,,,,,
Player 389,10700,16,,,,,
Player 391,10150,20,,,,,
Player 400,11450,18,,,,,
Player 403,10150,17,,,,,
Player 408,10350,16,,,,,
Player 412,10150,14,,,,,
Player 419,10200,16,,,,,
Player 421,10950,17,,,,,
